lat,lon,RSSI_1,RSSI_2,RSSI_3,RSSI_4,RSSI_5,RSSI_6
-8.077491,-34.898972,-65.7,-26.0,-64.2,-65.4,-72.6333333333,-77.2666666667
-8.065796,-34.890633,-83.7,-80.2333333333,-82.8333333333,-72.3666666667,-67.0333333333,-64.8333333333
-8.06885,-34.888832,-69.1333333333,-75.9,-74.3,-70.1666666667,-49.6333333333,-72.3666666667
-8.068912,-34.888699,-60.6666666667,-76.4333333333,-74.7,-70.9,-52.9,-74.9666666667
-8.065001,-34.885399,-64.784,-79.188,-85.486,-72.664,-65.37,-83.076
-8.073281,-34.900589,-66.2666666667,-67.2,-69.7,-72.1333333333,-88.0333333333,-74.5666666667
-8.066364,-34.893528,-63.8,-67.0,-76.1,-68.65,-65.05,-51.25
-8.062901,-34.887123,-78.4333333333,-77.1666666667,-84.0,-83.1666666667,-86.2,-88.1333333333
-8.071301,-34.897003,-42.7,-65.6,-68.4333333333,-50.3,-75.8666666667,-61.2666666667
-8.069456,-34.889526,-74.1,-80.2333333333,-73.6,-59.0666666667,-44.8666666667,-78.1333333333
-8.059631,-34.906448,-81.8,-78.0,-74.5333333333,-74.3666666667,-81.9333333333,-75.7333333333
-8.076526,-34.896305,-58.1,-35.8,-76.5,-61.45,-77.85,-79.85
-8.071801,-34.892166,-54.7333333333,-73.5666666667,-73.2,-52.5333333333,-37.2666666667,-75.4
-8.075582,-34.896252,-61.6666666667,-62.1666666667,-73.5666666667,-69.1333333333,-67.4333333333,-80.2666666667
-8.067348,-34.896751,-59.9,-47.9,-55.8,-36.15,-66.05,-41.75
-8.068857,-34.889641,-66.4,-71.7666666667,-78.3,-54.2333333333,-53.2333333333,-86.3666666667
-8.077356,-34.898815,-70.325,-25.475,-71.725,-62.825,-75.85,-82.025
-8.070384,-34.896881,-50.9,-63.2666666667,-66.7333333333,-53.0333333333,-67.7,-69.2
-8.073189,-34.896545,-50.725,-47.475,-67.125,-44.4,-68.125,-75.55
-8.070173,-34.893761,-45.9,-62.2333333333,-63.4666666667,-45.4666666667,-47.4666666667,-48.8
-8.070021,-34.894161,-48.2,-65.5,-66.2,-55.6333333333,-61.2333333333,-45.7666666667
-8.068524,-34.897335,-47.9333333333,-50.7,-62.1,-55.4,-71.8,-37.1666666667
-8.065833,-34.887989,-65.1,-82.8,-78.3,-72.2666666667,-58.7666666667,-80.0
-8.074413,-34.890194,-49.0333333333,-83.2,-67.7333333333,-61.2,-67.5666666667,-80.3333333333
-8.061305,-34.903843,-80.9666666667,-57.9,-76.3666666667,-78.8666666667,-75.2333333333,-74.4
-8.064463,-34.885262,-51.9333333333,-82.7333333333,-78.5666666667,-62.9333333333,-80.1333333333,-78.9666666667
-8.069043,-34.895863,-50.0,-65.5,-65.1,-49.7,-61.3333333333,-61.2666666667
-8.062366,-34.887783,-81.0,-73.9333333333,-82.3,-86.8333333333,-89.7,-92.0
-8.073539,-34.893955,-30.1,-59.15,-55.3,-35.8,-51.65,-55.45
-8.077494,-34.899319,-63.0,-46.75,-54.3,-76.0,-78.05,-82.0
-8.065982,-34.896923,-64.6666666667,-58.1333333333,-62.8333333333,-46.6666666667,-69.5666666667,-41.0
-8.069982,-34.896214,-51.4,-55.75,-69.3,-39.45,-66.0,-66.75
-8.064687,-34.894222,-78.9333333333,-57.2666666667,-74.0,-76.2333333333,-68.8666666667,-56.3333333333
-8.072671,-34.894939,-49.15,-65.95,-48.0,-46.0,-57.75,-74.0
-8.070217,-34.897331,-43.4,-59.6,-61.9,-56.1666666667,-65.2666666667,-42.4333333333
