lat,lon,RSSI[]
-8.071021,-34.900837,-65.9,-70.5666666667,-69.9666666667,-64.2333333333,-82.2666666667,-70.5
-8.072551,-34.896309,-46.8,-59.35,-66.7,-51.05,-59.35,-69.45
-8.0658,-34.890652,-83.2666666667,-84.7333333333,-81.4666666667,-74.5,-73.2666666667,-63.1
-8.072607,-34.890991,-53.9,-75.1333333333,-64.6666666667,-48.8666666667,-56.6666666667,-81.2666666667
-8.072272,-34.896671,-48.65,-43.55,-66.3,-35.15,-70.35,-73.2
-8.073204,-34.890629,-46.4666666667,-78.8333333333,-74.3,-60.1333333333,-64.3,-82.8
-8.066986,-34.895985,-61.7333333333,-65.0,-64.9666666667,-62.2333333333,-75.1666666667,-43.7333333333
-8.076343,-34.896008,-61.4333333333,-56.0666666667,-74.9,-65.4,-73.0333333333,-74.6666666667
-8.069243,-34.888069,-70.5666666667,-77.8,-76.0666666667,-68.3666666667,-57.7666666667,-78.0666666667
-8.070699,-34.892128,-52.2666666667,-74.8333333333,-65.1666666667,-60.2,-50.3666666667,-70.6666666667
-8.070557,-34.896873,-53.15,-54.45,-60.65,-48.15,-70.55,-61.95
-8.072575,-34.896355,-53.1,-62.55,-64.25,-52.3,-62.8,-85.4
-8.072855,-34.895336,-41.8,-65.0,-40.4666666667,-54.0666666667,-65.9,-72.4666666667
-8.07248,-34.894154,-41.6333333333,-66.9333333333,-49.3666666667,-52.0666666667,-57.0333333333,-76.0666666667
-8.065776,-34.89241,-84.5,-76.1333333333,-77.9333333333,-76.5666666667,-57.0666666667,-62.2
-8.067572,-34.900764,-58.3,-50.7333333333,-55.4,-51.4333333333,-63.5666666667,-52.9
-8.075789,-34.899933,-65.5,-49.8666666667,-75.5,-74.7,-86.9333333333,-83.1
-8.072862,-34.895908,-49.1,-63.4,-60.7666666667,-52.6333333333,-64.4333333333,-70.4
-8.071913,-34.897274,-50.1666666667,-62.7333333333,-63.7333333333,-48.3666666667,-74.8666666667,-56.4
-8.068414,-34.891506,-49.0,-76.35,-73.25,-61.8,-57.6,-57.8
-8.074515,-34.890202,-40.8,-80.5333333333,-66.7333333333,-51.1666666667,-65.0,-82.6666666667
-8.071355,-34.900795,-64.9666666667,-67.1666666667,-57.4,-62.2,-76.8,-67.3333333333
-8.069087,-34.888348,-69.8,-73.7333333333,-81.7333333333,-69.5666666667,-52.3333333333,-70.2
-8.062304,-34.887848,-84.5,-78.3,-84.1,-86.0,-83.8,-90.5
-8.074368,-34.890247,-39.6,-79.1,-72.3666666667,-60.2666666667,-64.4333333333,-76.9333333333
-8.068645,-34.88958,-63.9,-71.7333333333,-79.6666666667,-57.5666666667,-51.0,-82.8333333333
-8.073932,-34.898983,-62.2333333333,-51.8,-36.1,-55.0,-79.4666666667,-75.0
-8.071647,-34.892124,-52.7666666667,-72.2,-70.2,-45.1333333333,-41.5,-75.3
-8.068602,-34.89711,-58.3,-62.8,-66.0,-49.9,-65.7,-62.0
-8.07261,-34.894653,-30.6666666667,-66.3333333333,-58.8666666667,-53.6666666667,-61.8333333333,-76.9333333333
-8.060549,-34.905396,-81.55,-80.1,-71.65,-71.9,-79.55,-77.3
-8.074964,-34.891346,-62.95,-67.0,-73.1,-42.65,-67.8,-91.05
-8.065001,-34.90139,-74.2666666667,-69.6,-68.5666666667,-59.3333333333,-77.4666666667,-68.7666666667
-8.074376,-34.900314,-54.4666666667,-54.4,-60.6333333333,-64.0,-81.1666666667,-70.5
-8.069687,-34.898102,-46.8666666667,-62.5666666667,-59.8,-56.4666666667,-64.1,-53.6666666667
-8.069653,-34.898254,-47.1666666667,-58.0666666667,-62.3333333333,-55.2,-62.4,-47.7333333333
-8.063306,-34.901398,-85.5,-76.5,-76.3,-71.2666666667,-79.5333333333,-78.2333333333
-8.076126,-34.895023,-62.4333333333,-51.3,-75.6,-47.7666666667,-71.7666666667,-86.5666666667
-8.077481,-34.899342,-68.5333333333,-53.2,-66.8333333333,-79.9,-78.4,-80.4
-8.07379,-34.900486,-66.5333333333,-65.8666666667,-69.8666666667,-67.7333333333,-87.2666666667,-79.2333333333
-8.074603,-34.900303,-65.4,-54.3333333333,-48.8333333333,-71.3,-85.7666666667,-79.7
-8.070127,-34.889671,-65.0333333333,-80.8,-76.4,-67.1,-58.7666666667,-78.1666666667
-8.065382,-34.886589,-65.9666666667,-75.4,-76.0333333333,-68.7333333333,-71.5333333333,-71.6333333333
-8.068063,-34.890373,-68.2666666667,-81.0666666667,-78.1333333333,-65.9,-50.4666666667,-63.8
-8.068893,-34.888741,-58.8,-79.875,-73.25,-69.6,-50.025,-73.75
-8.075569,-34.896248,-63.1,-57.65,-75.5,-67.75,-71.9,-79.5
-8.065791,-34.890293,-78.0333333333,-75.8,-80.7333333333,-75.1,-58.3333333333,-73.8333333333
-8.068561,-34.896572,-50.4333333333,-60.7666666667,-58.1,-58.6,-64.2333333333,-57.0666666667
-8.067505,-34.890297,-70.9333333333,-72.7666666667,-72.8666666667,-59.7666666667,-42.6666666667,-76.7
-8.07672,-34.899605,-69.65,-52.1,-72.2,-78.9,-76.15,-82.85
-8.067559,-34.893311,-63.8666666667,-66.3666666667,-66.6333333333,-52.3333333333,-64.2666666667,-56.0333333333
-8.065427,-34.896992,-69.0333333333,-40.3666666667,-68.3333333333,-43.6666666667,-69.0333333333,-43.2333333333
-8.076955,-34.899536,-62.8666666667,-52.1,-68.2,-82.2,-77.2666666667,-86.7
-8.069335,-34.895428,-53.3,-61.05,-68.75,-42.2,-57.1,-59.2
-8.077416,-34.898849,-63.2,-24.0,-69.1333333333,-64.5666666667,-66.0666666667,-78.3333333333
-8.070731,-34.892284,-47.6,-73.7333333333,-67.3333333333,-56.2,-51.7333333333,-71.7
-8.076294,-34.895363,-57.8,-45.8333333333,-76.3666666667,-57.5,-76.2,-80.1333333333
-8.076395,-34.899727,-67.5,-52.3666666667,-67.9,-78.3333333333,-78.7333333333,-83.6
-8.059703,-34.906364,-81.3666666667,-79.4666666667,-75.1333333333,-77.4333333333,-81.3,-79.6
-8.077341,-34.898758,-62.425,-24.85,-65.95,-64.8,-69.75,-81.3
-8.072956,-34.896622,-36.5333333333,-43.3,-64.9,-36.4,-67.0,-64.8333333333
-8.076431,-34.896008,-60.3666666667,-53.3666666667,-75.0,-63.0,-70.5333333333,-86.5333333333
-8.066731,-34.896839,-63.9333333333,-48.8,-52.8333333333,-37.1,-67.0666666667,-37.2
-8.068737,-34.89072,-74.8333333333,-77.5333333333,-71.5,-61.2666666667,-39.4666666667,-71.4333333333
-8.075434,-34.89629,-64.4666666667,-57.4666666667,-81.2,-65.6333333333,-72.7333333333,-82.1333333333
-8.069752,-34.900768,-63.05,-71.15,-63.95,-72.65,-80.4,-71.65
-8.071118,-34.900826,-66.7333333333,-73.5333333333,-63.5666666667,-76.2,-79.3,-74.4
-8.073154,-34.890617,-47.2666666667,-79.7,-69.5,-62.0333333333,-52.5,-84.6
-8.069602,-34.889507,-69.5333333333,-76.9333333333,-75.1,-60.5333333333,-52.7333333333,-77.3333333333
-8.07371,-34.89045,-32.7,-76.8333333333,-72.2,-64.3666666667,-51.5666666667,-85.7333333333
-8.072352,-34.890694,-51.6666666667,-59.0,-67.7333333333,-41.3333333333,-44.2666666667,-84.8666666667
-8.062787,-34.897289,-76.2,-49.5,-70.0666666667,-50.1666666667,-72.9,-60.4
-8.074843,-34.89098,-58.4,-70.0333333333,-78.1666666667,-48.6333333333,-72.3666666667,-90.0666666667
-8.069859,-34.897675,-43.1,-59.3,-61.0333333333,-61.6333333333,-68.1,-42.2
-8.073627,-34.900528,-67.7666666667,-62.9,-69.1,-72.3333333333,-89.2333333333,-80.5333333333
-8.0639,-34.894276,-80.8,-59.75,-71.05,-79.25,-82.05,-64.9
-8.07205,-34.897167,-50.5,-59.6,-67.6666666667,-51.6666666667,-73.8,-72.6666666667
-8.072101,-34.892048,-49.85,-55.1,-64.9,-33.8,-52.5,-70.65
-8.069533,-34.896442,-52.5333333333,-43.8666666667,-56.5666666667,-33.0333333333,-66.1333333333,-58.4333333333
-8.062372,-34.887775,-80.9333333333,-77.5333333333,-88.1,-88.6333333333,-83.6666666667,-91.7
-8.064883,-34.897064,-68.3,-45.9,-62.25,-45.35,-70.15,-54.75
-8.076345,-34.899746,-70.45,-68.5,-70.0,-79.25,-85.55,-87.0
-8.074089,-34.900421,-67.7333333333,-60.3666666667,-58.1333333333,-73.5333333333,-87.5666666667,-85.7333333333
-8.066629,-34.896698,-56.45,-59.0,-62.6,-64.8,-72.05,-41.35
-8.069477,-34.898659,-56.9666666667,-55.3666666667,-59.4,-60.6333333333,-58.8333333333,-49.0
-8.07628,-34.899769,-67.8333333333,-55.8,-67.8666666667,-74.0666666667,-84.6666666667,-87.8
-8.063224,-34.901382,-88.7,-74.6,-78.6,-69.95,-74.6,-80.55
-8.074503,-34.890205,-44.4,-76.3,-67.2666666667,-61.6,-60.7666666667,-84.9666666667
-8.072744,-34.890686,-49.525,-71.625,-70.7,-57.475,-44.5,-81.15
-8.068181,-34.896664,-50.2666666667,-53.9333333333,-53.2,-38.8,-61.3333333333,-45.2666666667
-8.068623,-34.897186,-57.2,-61.45,-62.6,-55.45,-74.4,-54.2
-8.069281,-34.890705,-62.3333333333,-66.7333333333,-65.2333333333,-46.9666666667,-37.1666666667,-67.3666666667
-8.068638,-34.889256,-68.1666666667,-79.6666666667,-78.0333333333,-69.8666666667,-47.4333333333,-73.1333333333
-8.068126,-34.890686,-72.9,-77.8666666667,-77.1666666667,-67.7666666667,-26.9,-77.8
-8.069318,-34.895748,-51.0,-62.5,-64.3,-51.05,-55.5,-62.6
-8.072352,-34.892147,-62.85,-49.55,-64.05,-31.225,-58.225,-77.35
-8.071762,-34.897224,-45.6,-62.7,-61.15,-47.95,-78.5,-75.65
-8.069352,-34.898972,-51.45,-62.0,-66.85,-53.45,-57.15,-51.55
-8.076853,-34.897243,-64.9333333333,-30.6666666667,-76.2333333333,-66.4666666667,-69.9,-80.2666666667
-8.065788,-34.890354,-78.8333333333,-76.4666666667,-81.7666666667,-73.5333333333,-57.3,-73.4666666667
-8.071721,-34.892143,-55.6,-70.1,-73.6,-50.1,-39.225,-80.6
-8.076428,-34.895615,-59.325,-39.075,-76.525,-59.925,-73.3,-81.0
-8.064969,-34.885334,-71.4,-82.5333333333,-84.3666666667,-64.2333333333,-64.9333333333,-87.8333333333
-8.070819,-34.890694,-57.0,-60.4,-66.4,-44.65,-38.0,-75.45
-8.072939,-34.895676,-49.7,-65.9333333333,-50.9666666667,-53.1666666667,-66.9666666667,-70.5333333333
-8.070404,-34.900921,-66.7333333333,-74.0,-60.2333333333,-70.4,-77.9333333333,-71.0666666667
-8.072733,-34.896034,-52.4,-56.8,-62.1,-47.1,-69.9666666667,-70.4666666667
-8.069423,-34.890705,-63.0,-65.2666666667,-62.3333333333,-48.4,-32.9666666667,-69.8333333333
-8.06706,-34.89386,-63.9666666667,-79.0333333333,-73.2666666667,-65.2666666667,-71.6666666667,-54.4333333333
-8.069861,-34.897724,-47.9333333333,-59.8,-62.7,-60.3,-65.1,-42.8
-8.07523,-34.900101,-66.0666666667,-60.9,-68.0,-76.7,-84.8333333333,-81.5
-8.073213,-34.89653,-43.8,-52.9666666667,-60.4666666667,-45.3333333333,-61.5666666667,-62.6
-8.062373,-34.887775,-79.65,-77.4,-88.95,-88.45,-84.15,-91.05
-8.066609,-34.895313,-67.5,-57.1333333333,-64.3,-66.9,-70.1333333333,-40.8333333333
-8.07541,-34.892776,-60.1666666667,-71.1,-73.3333333333,-51.3333333333,-65.3333333333,-86.2666666667
-8.072806,-34.890656,-43.6666666667,-74.7666666667,-70.6,-51.1666666667,-52.6,-78.3666666667
-8.068681,-34.889603,-72.6333333333,-77.1333333333,-80.3666666667,-59.4333333333,-48.5,-81.2
-8.074252,-34.90036,-64.5,-51.9333333333,-52.6333333333,-60.6,-83.3333333333,-80.0333333333
-8.076246,-34.899784,-69.6,-53.05,-67.1,-73.65,-84.9,-85.45
-8.071661,-34.897163,-45.5333333333,-60.7333333333,-66.1333333333,-57.9666666667,-78.1333333333,-61.4333333333
-8.069479,-34.895813,-43.35,-71.6,-64.7,-52.8,-58.4,-66.05
